serial,firstoccurrence,lastoccurrence,deletedat,zprocessstate,zticketstate,zhnotifystate,zgenericactionstate,originalseverity,mins,zprocessstate_t,zhnotifystate_t,zgenericactionstate_t,zticketstate_t,live_range,Cluster,zprocessstate_s,zhnotifystate_s,zgenericactionstate_s,zticketstate_s,ProblematicArea
66067909,2020-08-05-06.01.20.000000,2020-08-05 06:01:20.000,2020-08-05 06:07:06.531,2.0,11,6,311,4,5.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66067908,2020-08-05-06.00.20.000000,2020-08-05 06:00:20.000,2020-08-08 15:14:16.125,12.0,1,0,312,3,4873.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66068092,2020-08-05-06.09.23.000000,2020-08-05 06:09:23.000,2020-08-05 07:43:07.983,12.0,1,0,312,4,93.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66068093,2020-08-05-06.09.25.000000,2020-08-05 06:09:25.000,2020-08-05 06:33:07.042,2.0,11,6,311,4,23.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66068107,2020-08-05-06.12.20.000000,2020-08-05 06:12:20.000,2020-08-05 06:17:06.732,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66068100,2020-08-05-06.11.59.000000,2020-08-05 06:40:00.000,2020-08-05 07:04:07.519,2.0,11,1,312,4,24.0,AutomationFilter Processed,Required,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,6,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66068213,2020-08-05-06.23.20.000000,2020-08-05 06:23:20.000,2020-08-05 06:28:06.899,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66068298,2020-08-05-06.31.17.000000,2020-08-05 06:31:17.000,2020-08-05 14:19:14.606,12.0,1,0,312,4,467.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66068324,2020-08-05-06.34.20.000000,2020-08-05 06:34:20.000,2020-08-05 06:39:06.992,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66068419,2020-08-05-06.46.20.000000,2020-08-05 06:46:20.000,2020-08-05 06:52:07.247,2.0,11,6,311,4,5.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66068509,2020-08-05-06.57.20.000000,2020-08-05 06:57:20.000,2020-08-05 07:02:07.466,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66068513,2020-08-05-06.57.01.000000,2020-08-05 08:12:11.000,2020-08-05 08:16:08.301,12.0,1,0,312,3,3.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66068641,2020-08-05-07.08.20.000000,2020-08-05 07:08:20.000,2020-08-05 07:13:07.489,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66068664,2020-08-05-07.10.02.000000,2020-08-05 07:10:02.000,2020-08-05 07:14:07.612,2.0,11,6,311,5,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66069585,2020-08-05-07.20.20.000000,2020-08-05 07:20:20.000,2020-08-05 07:28:07.824,2.0,11,6,311,4,7.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66070838,2020-08-05-07.23.35.000000,2020-08-05 07:23:35.000,2020-08-05 07:29:07.748,2.0,11,1,312,4,5.0,AutomationFilter Processed,Required,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,6,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66070893,2020-08-05-07.25.22.000000,2020-08-05 07:25:22.000,2020-08-05 08:21:08.390,2.0,1,3,312,4,55.0,AutomationFilter Processed,Successfully Delivered,Final Response Successfully ESCALATED,Needed,30-60 mins,20,neutral,Positive,Positive,neutral,n-autoticket:n-enrichment:
66070936,2020-08-05-07.29.16.000000,2020-08-05 07:29:16.000,2020-08-05 09:23:09.309,12.0,1,0,312,4,113.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66070935,2020-08-05-07.29.14.000000,2020-08-05 07:29:14.000,2020-08-05 09:23:09.309,12.0,1,0,312,4,113.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66070974,2020-08-05-07.31.20.000000,2020-08-05 07:31:20.000,2020-08-05 07:37:07.792,2.0,11,6,311,4,5.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66071061,2020-08-05-07.41.12.000000,2020-08-05 07:41:12.000,2020-08-07 09:58:52.556,12.0,1,0,312,4,3017.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,1920 - 3840 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66071064,2020-08-05-07.42.20.000000,2020-08-05 07:42:20.000,2020-08-05 07:47:07.890,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66071137,2020-08-05-07.49.24.000000,2020-08-05 07:49:24.000,2020-08-05 12:04:12.437,12.0,1,0,312,3,254.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66071154,2020-08-05-07.53.20.000000,2020-08-05 07:53:20.000,2020-08-05 07:58:08.060,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66071241,2020-08-05-08.00.56.000000,2020-08-05 08:00:56.000,2020-08-05 08:52:08.909,12.0,1,0,312,4,51.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,30-60 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66071274,2020-08-05-08.04.20.000000,2020-08-05 08:04:20.000,2020-08-05 08:09:08.299,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66071408,2020-08-05-08.16.20.000000,2020-08-05 08:16:20.000,2020-08-05 08:22:08.455,2.0,11,6,311,4,5.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66071431,2020-08-05-08.17.01.000000,2020-08-05 08:27:11.000,2020-08-05 08:31:08.555,12.0,1,0,312,3,3.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66071519,2020-08-05-08.27.20.000000,2020-08-05 08:27:20.000,2020-08-05 08:32:08.474,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66071561,2020-08-05-08.30.01.000000,2020-08-05 08:34:36.000,2020-08-05 12:03:12.321,12.0,1,0,312,3,208.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66071555,2020-08-05-08.30.00.000000,2020-08-05 08:34:36.000,2020-08-05 12:03:12.321,12.0,1,0,312,3,208.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66071554,2020-08-05-08.30.00.000000,2020-08-05 08:34:36.000,2020-08-05 12:03:12.322,12.0,1,0,312,3,208.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66071557,2020-08-05-08.30.00.000000,2020-08-05 08:34:36.000,2020-08-05 12:03:12.322,12.0,1,0,312,3,208.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66071560,2020-08-05-08.30.01.000000,2020-08-05 08:34:36.000,2020-08-05 12:03:12.321,12.0,1,0,312,3,208.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66071558,2020-08-05-08.30.00.000000,2020-08-05 08:34:36.000,2020-08-05 12:03:12.320,12.0,1,0,312,3,208.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66071556,2020-08-05-08.30.00.000000,2020-08-05 08:34:36.000,2020-08-05 12:03:12.322,12.0,1,0,312,3,208.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66071559,2020-08-05-08.30.01.000000,2020-08-05 08:34:36.000,2020-08-05 12:03:12.321,12.0,1,0,312,3,208.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66071586,2020-08-05-08.32.01.000000,2020-08-05 08:57:11.000,2020-08-05 09:01:09.044,12.0,1,0,312,3,3.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66071648,2020-08-05-08.38.20.000000,2020-08-05 08:38:20.000,2020-08-05 08:44:08.771,2.0,11,6,311,4,5.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66071717,2020-08-05-08.43.22.000000,2020-08-07 07:56:48.000,2020-08-11 03:25:02.022,12.0,1,0,312,3,5488.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66071793,2020-08-05-08.49.20.000000,2020-08-05 08:49:20.000,2020-08-05 08:54:08.842,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66071809,2020-08-05-08.49.25.000000,2020-08-05 08:49:25.000,2020-08-05 09:17:09.077,2.0,11,6,311,4,27.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66071867,2020-08-05-08.57.31.000000,2020-08-05 08:57:31.000,2020-08-05 14:51:15.223,12.0,1,0,312,4,353.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66071905,2020-08-05-09.01.20.000000,2020-08-05 09:01:20.000,2020-08-05 09:07:09.107,2.0,11,6,311,4,5.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66071918,2020-08-05-09.02.01.000000,2020-08-06 06:57:21.000,2020-08-06 07:01:29.418,12.0,1,0,312,3,4.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66072052,2020-08-05-09.11.15.000000,2020-08-05 09:11:15.000,2020-08-07 10:03:52.778,12.0,1,0,312,4,2932.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,1920 - 3840 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66072055,2020-08-05-09.12.20.000000,2020-08-05 09:12:20.000,2020-08-05 09:17:09.077,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66072269,2020-08-05-09.23.20.000000,2020-08-05 09:23:20.000,2020-08-05 09:28:09.288,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66072349,2020-08-05-09.29.06.000000,2020-08-05 09:29:06.000,2020-08-05 10:02:09.981,2.0,11,6,311,4,33.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,30-60 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66072390,2020-08-05-09.32.55.000000,2020-08-05 09:36:07.000,2020-08-05 10:17:10.098,2.0,1,3,312,4,41.0,AutomationFilter Processed,Successfully Delivered,Final Response Successfully ESCALATED,Needed,30-60 mins,20,neutral,Positive,Positive,neutral,n-autoticket:n-enrichment:
66072416,2020-08-05-09.35.20.000000,2020-08-05 09:35:20.000,2020-08-05 09:42:09.609,2.0,11,6,311,4,6.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66072528,2020-08-05-09.46.20.000000,2020-08-05 09:46:20.000,2020-08-05 09:52:09.678,2.0,11,6,311,4,5.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66072569,2020-08-05-09.49.21.000000,2020-08-05 09:49:21.000,2020-08-05 11:43:11.958,12.0,1,0,312,3,113.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66072623,2020-08-05-09.57.20.000000,2020-08-05 09:57:20.000,2020-08-05 10:02:09.981,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66072709,2020-08-05-10.04.06.000000,2020-08-05 10:04:06.000,2020-08-05 10:18:10.199,2.0,11,6,311,4,14.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66072710,2020-08-05-10.04.06.000000,2020-08-05 10:04:06.000,2020-08-05 10:32:10.545,2.0,11,6,311,4,28.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66181273,2020-08-11-14.01.09.000000,2020-08-12 08:39:02.000,2020-08-12 08:43:26.700,0.0,1,5,312,4,4.0,None,Failed,Final Response Successfully ESCALATED,Needed,Less than 30 mins,-1,neutral,negative,Positive,neutral,n-autoticket:ne-notification:n-enrichment:
66072752,2020-08-05-10.06.17.000000,2020-08-05 10:06:17.000,2020-08-05 12:49:13.107,12.0,1,0,312,4,162.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66072763,2020-08-05-10.08.20.000000,2020-08-05 10:08:20.000,2020-08-05 10:17:10.098,2.0,11,6,311,4,8.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66072778,2020-08-05-10.09.06.000000,2020-08-05 10:09:06.000,2020-08-05 10:17:10.097,2.0,11,1,312,4,8.0,AutomationFilter Processed,Required,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,6,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66072893,2020-08-05-10.19.06.000000,2020-08-05 10:19:06.000,2020-08-05 10:45:10.786,2.0,11,6,311,4,26.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66072895,2020-08-05-10.19.20.000000,2020-08-05 10:19:20.000,2020-08-05 10:24:10.364,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66072942,2020-08-05-10.24.06.000000,2020-08-05 10:24:06.000,2020-08-05 11:29:11.572,2.0,3,6,33,4,65.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,A Remediation has been accepted,Completed Successfully,60-120 mins,31,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66073032,2020-08-05-10.31.20.000000,2020-08-05 10:31:20.000,2020-08-05 10:37:10.649,2.0,11,6,311,4,5.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66073053,2020-08-05-10.32.09.000000,2020-08-05 10:32:09.000,2020-08-05 11:56:12.116,12.0,1,0,312,4,84.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66073049,2020-08-05-10.31.36.000000,2020-08-05 10:31:36.000,2020-08-05 11:36:11.779,12.0,1,0,312,4,64.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66073068,2020-08-05-10.34.06.000000,2020-08-05 10:34:06.000,2020-08-05 10:54:10.983,2.0,11,6,311,4,20.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66073127,2020-08-05-10.39.21.000000,2020-08-05 10:39:21.000,2020-08-05 10:56:10.965,2.0,11,6,311,4,16.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66073161,2020-08-05-10.42.20.000000,2020-08-05 10:42:20.000,2020-08-05 10:47:10.828,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66073179,2020-08-05-10.44.16.000000,2020-08-05 10:44:16.000,2020-08-05 10:56:10.963,2.0,11,6,311,4,11.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66073257,2020-08-05-10.53.20.000000,2020-08-05 10:53:20.000,2020-08-05 10:58:10.963,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66073379,2020-08-05-11.04.20.000000,2020-08-05 11:04:20.000,2020-08-05 11:11:11.148,2.0,11,6,311,4,6.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66073705,2020-08-05-11.15.20.000000,2020-08-05 11:15:20.000,2020-08-05 11:21:11.397,2.0,11,6,311,4,5.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66073834,2020-08-05-11.27.20.000000,2020-08-05 11:27:20.000,2020-08-05 11:32:11.584,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66073868,2020-08-05-11.29.25.000000,2020-08-05 11:29:25.000,2020-08-05 11:57:12.246,2.0,11,6,311,4,27.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66073951,2020-08-05-11.38.20.000000,2020-08-05 11:38:20.000,2020-08-05 11:46:12.089,2.0,11,6,311,4,7.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66074091,2020-08-05-11.49.20.000000,2020-08-05 11:49:20.000,2020-08-05 11:54:12.265,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66074272,2020-08-05-12.00.20.000000,2020-08-05 12:00:20.000,2020-08-05 12:05:12.341,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66074297,2020-08-05-12.01.25.000000,2020-08-06 12:29:56.000,2020-08-06 12:31:33.932,2.0,3,0,312,4,1.0,AutomationFilter Processed,None,Final Response Successfully ESCALATED,Completed Successfully,Less than 30 mins,21,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66074329,2020-08-05-12.04.06.000000,2020-08-05 12:04:06.000,2020-08-05 12:14:12.578,2.0,11,6,311,4,10.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66074328,2020-08-05-12.04.06.000000,2020-08-05 12:04:06.000,2020-08-05 12:14:12.579,2.0,11,6,311,4,10.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66074388,2020-08-05-12.05.38.000000,2020-08-05 12:05:38.000,2020-08-05 16:19:16.832,12.0,1,0,312,4,253.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66074392,2020-08-05-12.05.56.000000,2020-08-05 12:05:56.000,2020-08-05 16:19:16.832,12.0,1,0,312,4,253.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66074442,2020-08-05-12.12.20.000000,2020-08-05 12:12:20.000,2020-08-05 12:17:12.547,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66074520,2020-08-05-12.19.06.000000,2020-08-05 12:19:06.000,2020-08-05 12:31:12.846,2.0,11,6,311,4,12.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66074522,2020-08-05-12.19.06.000000,2020-08-05 12:19:06.000,2020-08-05 12:32:12.968,2.0,11,6,311,4,13.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66074564,2020-08-05-12.23.20.000000,2020-08-05 12:23:20.000,2020-08-05 12:28:12.761,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66074580,2020-08-05-12.24.06.000000,2020-08-05 12:24:06.000,2020-08-05 12:35:12.939,2.0,11,6,311,4,11.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66074582,2020-08-05-12.24.06.000000,2020-08-05 12:24:06.000,2020-08-05 12:35:12.940,2.0,11,6,311,4,11.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66074733,2020-08-05-12.33.52.000000,2020-08-05 12:33:52.000,2020-08-05 13:38:14.037,2.0,4,0,33,4,64.0,AutomationFilter Processed,None,A Remediation has been accepted,Failed Retry,60-120 mins,32,neutral,neutral,Positive,negative,ne-autoticket:n-notification:n-enrichment:
66074937,2020-08-05-12.54.57.000000,2020-08-05 12:54:57.000,2020-08-05 13:04:13.587,2.0,11,6,311,5,9.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
