serial,firstoccurrence,lastoccurrence,deletedat,zprocessstate,zticketstate,zhnotifystate,zgenericactionstate,originalseverity,mins,zprocessstate_t,zhnotifystate_t,zgenericactionstate_t,zticketstate_t,live_range,Cluster,zprocessstate_s,zhnotifystate_s,zgenericactionstate_s,zticketstate_s,ProblematicArea
65951008,2020-07-30-07.52.48.000000,2020-07-30 07:52:48.000,2020-07-31 12:06:33.735,12.0,1,0,312,3,1693.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65951179,2020-07-30-08.08.50.000000,2020-07-30 08:08:50.000,2020-07-30 08:48:08.294,12.0,1,0,312,4,39.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,30-60 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65951298,2020-07-30-08.19.21.000000,2020-07-30 08:19:21.000,2020-07-30 08:30:07.907,2.0,1,3,312,4,10.0,AutomationFilter Processed,Successfully Delivered,Final Response Successfully ESCALATED,Needed,Less than 30 mins,20,neutral,Positive,Positive,neutral,n-autoticket:n-enrichment:
65951308,2020-07-30-08.20.51.000000,2020-07-30 15:25:57.000,2020-07-30 15:31:14.876,12.0,1,0,312,3,5.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65951584,2020-07-30-08.43.39.000000,2020-07-30 08:43:39.000,2020-07-30 09:03:08.506,12.0,1,0,312,4,19.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65951697,2020-07-30-08.53.53.000000,2020-07-30 08:53:53.000,2020-07-30 09:20:08.820,2.0,11,6,311,4,26.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
65952188,2020-07-30-09.41.14.000000,2020-07-30 09:43:05.000,2020-07-30 10:25:09.851,12.0,1,0,312,4,42.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,30-60 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65952509,2020-07-30-10.14.25.000000,2020-07-30 10:14:25.000,2020-07-30 10:42:10.015,2.0,11,6,311,4,27.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
65952598,2020-07-30-10.22.51.000000,2020-07-30 10:22:51.000,2020-07-30 12:03:11.475,12.0,1,0,312,3,100.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65952652,2020-07-30-10.29.02.000000,2020-07-30 10:29:02.000,2020-07-31 17:09:38.014,12.0,1,0,312,4,1840.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65952765,2020-07-30-10.38.45.000000,2020-07-30 10:38:45.000,2020-07-30 10:45:10.060,2.0,11,6,311,4,6.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
65952851,2020-07-30-10.48.10.000000,2020-07-31 09:40:01.000,2020-07-31 10:00:30.933,12.0,1,0,312,4,20.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65953779,2020-07-30-11.30.50.000000,2020-07-30 11:30:50.000,2020-07-30 18:03:17.387,12.0,1,0,312,3,392.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65954412,2020-07-30-12.14.01.000000,2020-07-30 12:14:01.000,2020-07-31 17:09:38.013,12.0,1,0,312,4,1735.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65954596,2020-07-30-12.23.53.000000,2020-07-30 12:23:53.000,2020-07-30 13:30:12.886,12.0,1,0,312,4,66.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65954871,2020-07-30-12.43.40.000000,2020-07-30 12:43:40.000,2020-07-30 16:44:16.034,12.0,1,0,312,3,240.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65954952,2020-07-30-12.49.25.000000,2020-07-30 12:49:25.000,2020-07-30 13:17:12.665,2.0,11,6,311,4,27.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
65955230,2020-07-30-12.56.12.000000,2020-07-30 12:56:12.000,2020-07-31 17:09:38.012,12.0,1,0,312,4,1693.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65955236,2020-07-30-12.56.48.000000,2020-07-30 12:56:48.000,2020-07-30 14:43:13.967,12.0,1,0,312,3,106.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65956180,2020-07-30-13.17.45.000000,2020-07-30 13:17:45.000,2020-07-30 13:22:12.686,2.0,11,6,311,4,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
65960272,2020-07-30-15.30.52.000000,2020-07-31 05:56:06.000,2020-07-31 06:01:27.277,12.0,1,0,312,3,5.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65962570,2020-07-30-16.18.22.000000,2020-07-30 16:18:22.000,2020-07-31 14:14:35.548,12.0,1,0,312,3,1316.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65962652,2020-07-30-16.26.17.000000,2020-07-30 16:26:17.000,2020-07-31 08:45:29.955,12.0,1,0,312,4,979.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65966776,2020-07-30-18.04.35.000000,2020-07-30 18:04:35.000,2020-07-30 22:08:20.866,12.0,1,0,312,4,243.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65966848,2020-07-30-18.10.54.000000,2020-07-30 18:10:54.000,2020-07-30 18:23:17.812,2.0,11,6,311,4,12.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
65967227,2020-07-30-18.49.08.000000,2020-07-30 18:49:32.000,2020-07-31 15:03:36.203,12.0,1,0,312,3,1214.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65967229,2020-07-30-18.49.08.000000,2020-07-30 18:49:31.000,2020-07-31 15:03:36.204,12.0,1,0,312,3,1214.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65967224,2020-07-30-18.49.08.000000,2020-07-30 18:49:32.000,2020-07-31 14:43:35.956,12.0,1,0,312,3,1194.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65967228,2020-07-30-18.49.08.000000,2020-07-30 18:49:32.000,2020-07-31 15:03:36.204,12.0,1,0,312,3,1214.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65967226,2020-07-30-18.49.08.000000,2020-07-30 18:49:32.000,2020-07-31 14:43:35.955,12.0,1,0,312,3,1194.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65967225,2020-07-30-18.49.08.000000,2020-07-30 18:49:32.000,2020-07-31 14:43:35.955,12.0,1,0,312,3,1194.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65967230,2020-07-30-18.49.08.000000,2020-07-30 18:49:31.000,2020-07-31 15:03:36.203,12.0,1,0,312,3,1214.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65967223,2020-07-30-18.49.08.000000,2020-07-30 18:49:32.000,2020-07-31 14:43:35.956,12.0,1,0,312,3,1194.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65967351,2020-07-30-19.02.54.000000,2020-07-30 19:02:54.000,2020-07-31 08:43:29.927,12.0,1,0,312,3,820.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,480 - 960 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65967377,2020-07-30-19.05.54.000000,2020-07-30 19:05:54.000,2020-07-30 19:20:18.511,2.0,11,6,311,4,14.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
65967650,2020-07-30-19.32.55.000000,2020-07-30 19:32:55.000,2020-07-31 08:43:29.928,12.0,1,0,312,3,790.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,480 - 960 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65967840,2020-07-30-19.41.03.000000,2020-07-30 19:41:03.000,2020-07-30 20:08:19.194,12.0,1,0,312,4,27.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65967938,2020-07-30-19.52.23.000000,2020-07-30 19:52:23.000,2020-08-01 07:20:49.540,12.0,1,0,312,4,2128.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,1920 - 3840 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65967959,2020-07-30-20.06.57.000000,2020-07-30 22:12:54.000,2020-07-30 22:23:21.071,12.0,1,0,312,3,10.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65968180,2020-07-30-20.30.22.000000,2020-07-30 20:30:22.000,2020-07-31 04:48:26.249,12.0,1,0,312,4,498.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,480 - 960 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65968498,2020-07-30-21.01.05.000000,2020-07-30 21:01:05.000,2020-07-31 04:53:26.387,12.0,1,0,312,4,472.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65968617,2020-07-30-21.10.14.000000,2020-07-30 21:10:38.000,2020-07-31 10:01:30.961,12.0,1,0,312,4,770.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,480 - 960 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65968618,2020-07-30-21.10.14.000000,2020-07-30 21:10:38.000,2020-07-31 10:01:30.960,12.0,1,0,312,4,770.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,480 - 960 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65968798,2020-07-30-21.28.18.000000,2020-07-30 21:28:18.000,2020-07-30 21:43:20.703,12.0,1,0,312,4,15.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65968803,2020-07-30-21.28.51.000000,2020-07-30 21:28:51.000,2020-07-30 21:43:20.703,12.0,1,0,312,4,14.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65968804,2020-07-30-21.28.51.000000,2020-07-30 21:28:51.000,2020-07-30 21:48:20.828,12.0,1,0,312,4,19.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65969142,2020-07-30-22.02.06.000000,2020-07-30 22:02:06.000,2020-07-30 22:12:20.886,2.0,11,6,311,5,10.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
65969604,2020-07-30-22.43.18.000000,2020-07-30 22:43:18.000,2020-07-31 00:56:22.811,12.0,1,0,312,4,133.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65969610,2020-07-30-22.43.50.000000,2020-07-30 22:43:50.000,2020-07-31 00:56:22.812,12.0,1,0,312,4,132.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65969609,2020-07-30-22.43.50.000000,2020-07-30 22:43:50.000,2020-07-31 00:56:22.811,12.0,1,0,312,4,132.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65969608,2020-07-30-22.43.50.000000,2020-07-30 22:43:50.000,2020-07-31 00:56:22.811,12.0,1,0,312,4,132.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65969612,2020-07-30-22.43.50.000000,2020-07-30 22:43:50.000,2020-07-31 00:56:22.811,12.0,1,0,312,4,132.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65969613,2020-07-30-22.43.50.000000,2020-07-30 22:43:50.000,2020-07-31 00:56:22.810,12.0,1,0,312,4,132.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65969677,2020-07-30-22.48.50.000000,2020-07-30 22:48:50.000,2020-07-31 00:56:22.812,12.0,1,0,312,4,127.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65969813,2020-07-30-23.02.07.000000,2020-07-30 23:02:07.000,2020-07-30 23:12:21.739,2.0,11,6,311,5,10.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
65969953,2020-07-30-23.11.15.000000,2020-07-30 23:11:15.000,2020-07-31 17:09:38.008,12.0,1,0,312,4,1078.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65969976,2020-07-30-23.13.47.000000,2020-07-31 02:47:24.000,2020-07-31 09:03:29.968,12.0,1,0,312,3,376.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65970345,2020-07-30-23.43.50.000000,2020-07-30 23:43:50.000,2020-07-31 01:23:23.230,12.0,1,0,312,4,99.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65970372,2020-07-30-23.45.38.000000,2020-07-30 23:50:10.000,2020-07-30 23:58:22.293,0.0,11,0,312,4,8.0,None,None,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,22,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
65970591,2020-07-31-00.03.35.000000,2020-07-31 00:03:35.000,2020-07-31 00:13:22.283,2.0,4,0,312,4,9.0,AutomationFilter Processed,None,Final Response Successfully ESCALATED,Failed Retry,Less than 30 mins,17,neutral,neutral,Positive,negative,ne-autoticket:n-notification:n-enrichment:
65971054,2020-07-31-00.13.42.000000,2020-07-31 00:13:42.000,2020-07-31 00:22:22.467,2.0,11,1,312,4,8.0,AutomationFilter Processed,Required,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,6,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
65971580,2020-07-31-00.38.18.000000,2020-07-31 00:38:18.000,2020-07-31 02:36:24.179,12.0,1,0,312,4,118.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65971582,2020-07-31-00.39.08.000000,2020-07-31 00:39:08.000,2020-07-31 00:50:22.674,2.0,11,1,312,5,11.0,AutomationFilter Processed,Required,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,6,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
65971719,2020-07-31-00.43.51.000000,2020-07-31 00:43:51.000,2020-07-31 02:36:24.179,12.0,1,0,312,4,112.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65971721,2020-07-31-00.43.51.000000,2020-07-31 00:43:51.000,2020-07-31 02:36:24.179,12.0,1,0,312,4,112.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65971722,2020-07-31-00.43.51.000000,2020-07-31 00:43:51.000,2020-07-31 01:23:23.231,12.0,1,0,312,4,39.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,30-60 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65971724,2020-07-31-00.43.51.000000,2020-07-31 00:43:51.000,2020-07-31 02:36:24.178,12.0,1,0,312,4,112.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65971725,2020-07-31-00.43.51.000000,2020-07-31 00:43:51.000,2020-07-31 01:23:23.231,12.0,1,0,312,4,39.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,30-60 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65971715,2020-07-31-00.43.50.000000,2020-07-31 00:43:50.000,2020-07-31 02:36:24.178,12.0,1,0,312,4,112.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65971714,2020-07-31-00.43.50.000000,2020-07-31 00:43:50.000,2020-07-31 01:23:23.231,12.0,1,0,312,4,39.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,30-60 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65971717,2020-07-31-00.43.50.000000,2020-07-31 00:43:50.000,2020-07-31 02:36:24.179,12.0,1,0,312,4,112.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65971726,2020-07-31-00.43.51.000000,2020-07-31 00:43:51.000,2020-07-31 02:36:24.179,12.0,1,0,312,4,112.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65971775,2020-07-31-00.47.02.000000,2020-07-31 00:47:02.000,2020-07-31 02:08:23.863,2.0,1,6,34,4,81.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,CREATE fail - retry in-progress,Needed,60-120 mins,-1,neutral,neutral,negative,neutral,n-autoticket:ne-autoresolution:n-notification:n-enrichment:
65971840,2020-07-31-00.48.50.000000,2020-07-31 00:48:50.000,2020-07-31 01:23:23.231,12.0,1,0,312,4,34.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,30-60 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65971841,2020-07-31-00.48.50.000000,2020-07-31 00:48:50.000,2020-07-31 02:36:24.179,12.0,1,0,312,4,107.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65971874,2020-07-31-00.50.48.000000,2020-07-31 00:50:48.000,2020-07-31 01:00:22.817,2.0,11,1,312,4,9.0,AutomationFilter Processed,Required,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,6,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
65971985,2020-07-31-00.57.15.000000,2020-07-31 00:57:15.000,2020-07-31 01:06:22.937,2.0,11,1,312,5,9.0,AutomationFilter Processed,Required,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,6,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
65972325,2020-07-31-01.12.42.000000,2020-07-31 01:12:42.000,2020-07-31 01:22:23.136,2.0,11,1,312,4,9.0,AutomationFilter Processed,Required,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,6,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
65972480,2020-07-31-01.18.50.000000,2020-07-31 01:18:50.000,2020-07-31 03:17:24.800,12.0,1,0,312,4,118.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65972549,2020-07-31-01.23.18.000000,2020-07-31 01:23:18.000,2020-07-31 03:17:24.799,12.0,1,0,312,4,114.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65972563,2020-07-31-01.23.51.000000,2020-07-31 01:23:51.000,2020-07-31 03:17:24.800,12.0,1,0,312,4,113.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65972560,2020-07-31-01.23.50.000000,2020-07-31 01:23:50.000,2020-07-31 02:04:23.850,12.0,1,0,312,4,40.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,30-60 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65972569,2020-07-31-01.23.51.000000,2020-07-31 01:23:51.000,2020-07-31 03:17:24.801,12.0,1,0,312,4,113.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65972562,2020-07-31-01.23.50.000000,2020-07-31 01:23:50.000,2020-07-31 03:17:24.800,12.0,1,0,312,4,113.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65972564,2020-07-31-01.23.51.000000,2020-07-31 01:23:51.000,2020-07-31 03:17:24.800,12.0,1,0,312,4,113.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65972635,2020-07-31-01.28.50.000000,2020-07-31 01:28:50.000,2020-07-31 03:17:24.800,12.0,1,0,312,4,108.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65972636,2020-07-31-01.28.50.000000,2020-07-31 01:28:50.000,2020-07-31 03:17:24.801,12.0,1,0,312,4,108.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65972817,2020-07-31-01.40.04.000000,2020-07-31 01:40:04.000,2020-07-31 07:54:29.219,12.0,1,0,312,3,374.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65972971,2020-07-31-01.51.24.000000,2020-07-31 01:51:24.000,2020-07-31 02:01:23.747,2.0,11,1,312,5,9.0,AutomationFilter Processed,Required,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,6,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
65973199,2020-07-31-02.03.50.000000,2020-07-31 02:03:50.000,2020-07-31 02:23:24.038,12.0,1,0,312,4,19.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65973644,2020-07-31-02.11.22.000000,2020-07-31 02:11:22.000,2020-07-31 09:03:29.969,12.0,1,0,312,3,412.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65973808,2020-07-31-02.22.38.000000,2020-07-31 02:22:38.000,2020-08-03 10:49:30.789,12.0,1,0,312,4,4826.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65973810,2020-07-31-02.22.44.000000,2020-07-31 02:22:44.000,2020-08-03 10:49:30.788,12.0,1,0,312,4,4826.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65974115,2020-07-31-02.49.14.000000,2020-07-31 02:49:14.000,2020-07-31 03:05:24.620,2.0,1,3,312,4,16.0,AutomationFilter Processed,Successfully Delivered,Final Response Successfully ESCALATED,Needed,Less than 30 mins,20,neutral,Positive,Positive,neutral,n-autoticket:n-enrichment:
65974117,2020-07-31-02.36.47.000000,2020-07-31 02:36:47.000,2020-08-01 04:45:48.062,12.0,1,0,312,4,1569.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65974175,2020-07-31-02.53.50.000000,2020-07-31 02:53:50.000,2020-07-31 05:21:26.714,12.0,1,0,312,4,147.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65974176,2020-07-31-02.53.50.000000,2020-07-31 02:53:50.000,2020-07-31 05:21:26.714,12.0,1,0,312,4,147.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
65974177,2020-07-31-02.53.50.000000,2020-07-31 02:53:50.000,2020-07-31 05:21:26.714,12.0,1,0,312,4,147.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
